"Latest: Wavelength (nm)","Latest: Intensity (rel)"
380,0.000927035927036
382,0.000903762903763
384,0.000899100899101
386,0.000888555888556
388,0.000721056721057
390,0.00104451104451
392,0.00108761608762
394,0.000863358863359
396,0.000993672993673
398,0.000919080919081
400,0.000987456987457
402,0.000910866910867
404,0.00100492100492
406,0.00104650904651
408,0.00103585303585
410,0.00104136604137
412,0.000938394938395
414,0.000966625966626
416,0.000910866910867
418,0.00105916305916
420,0.000806970806971
422,0.00107070707071
424,0.000880415880416
426,0.000863136863137
428,0.00114751914752
430,0.000825100825101
432,0.00104895104895
434,0.00111333111333
436,0.00107314907315
438,0.000966810966811
440,0.00102712102712
442,0.000868020868021
444,0.000992525992526
446,0.00105139305139
448,0.000943130943131
450,0.000971028971029
452,0.000967698967699
454,0.00106449106449
456,0.00113153513154
458,0.00107707107707
460,0.00109779109779
462,0.000926110926111
464,0.00100011100011
466,0.00104617604618
468,0.00103807303807
470,0.000947015947016
472,0.000850704850705
474,0.000650682650683
476,0.000945350945351
478,0.000935508935509
480,0.000980130980131
482,0.000859362859363
484,0.000974580974581
486,0.000819846819847
488,0.000958485958486
490,0.000901542901543
492,0.000822140822141
494,0.000889776889777
496,0.000846560846561
498,0.000729048729049
500,0.000882265882266
502,0.000750360750361
504,0.000792725792726
506,0.000710215710216
508,0.000847374847375
510,0.000962370962371
512,0.000886668886669
514,0.000750175750176
516,0.000832500832501
518,0.000750175750176
520,0.000795204795205
522,0.000744995744996
524,0.000799200799201
526,0.000853590853591
528,0.000963480963481
530,0.000945498945499
532,0.000806600806601
534,0.00104784104784
536,0.000862470862471
538,0.000800088800089
540,0.000905020905021
542,0.000758315758316
544,0.000765678765679
546,0.000979020979021
548,0.000906426906427
550,0.000750360750361
552,0.000947015947016
554,0.000786102786103
556,0.000885040885041
558,0.000746105746106
560,0.000852258852259
562,0.000857660857661
564,0.000786546786547
566,0.000750175750176
568,0.000862285862286
570,0.000606060606061
572,0.000870425870426
574,0.000924445924446
576,0.000745254745255
578,0.000913715913716
580,0.000766640766641
582,0.000869352869353
584,0.000826210826211
586,0.000794760794761
588,0.000554556554557
590,0.000732415732416
592,0.000892440892441
594,0.000709512709513
596,0.000792540792541
598,0.000859510859511
600,0.000704665704666
602,0.000870018870019
604,0.000779035779036
606,0.000796055796056
608,0.000761238761239
610,0.000675250675251
612,0.000844710844711
614,0.000912975912976
616,0.000778554778555
618,0.000664520664521
620,0.000810485810486
622,0.000696155696156
624,0.000825618825619
626,0.000696155696156
628,0.000679505679506
630,0.000627150627151
632,0.000604950604951
634,0.000777000777001
636,0.000621970621971
638,0.000577755577756
640,0.000734265734266
642,0.000769674769675
644,0.000810115810116
646,0.000744070744071
648,0.000690975690976
650,0.000711325711326
652,0.000559218559219
654,0.000694490694491
656,0.000626040626041
658,0.000596625596626
660,0.000685795685796
662,0.000688015688016
664,0.000620268620269
666,0.000691530691531
668,0.000728345728346
670,0.00114718614719
672,0.000928515928516
674,0.000669145669146
676,0.000505235505236
678,0.000645835645836
680,0.000740814740815
682,0.000651940651941
684,0.000674325674326
